ID,Date,Band,Genus,Species,Sex,Age,Time,Site,Mass,Wing_length,Tail_length,Fat_code,Condition
3D6.1D593E1CBD,6/12/20,A00002322,Calypte,ANHU,M,HY,9:16:00,SB,NA,50,NA,0,#VALUE!
3D6.1D593E1D01,6/12/20,A00002313,Archilochus,BCHU,F,AHY,9:00:00,SB,NA,47,NA,0,#VALUE!
3D6.1D593E1CDB,6/12/20,A00002321,Archilochus,BCHU,M,AHY,8:45:00,SB,NA,0,NA,-,#VALUE!
3D6.1D593E1D30,6/12/20,A00002314,Calypte,ANHU,F,HY,8:40:00,SB,NA,51,NA,0,#VALUE!
3D6.1D593E1C7E,6/12/20,A00002316,Archilochus,BCHU,F,AHY,8:15:00,SB,NA,45,NA,0,#VALUE!
3D6.1D593E1D0A,6/12/20,A00002315,Archilochus,BCHU,F,AHY,8:15:00,SB,NA,46,NA,0,#VALUE!
3D6.1D593E1C9D,6/12/20,A00002317,Archilochus,BCHU,F,AHY,7:45:00,SB,NA,48,NA,0,#VALUE!
3D6.1D593E1CB9,6/12/20,A00002318,Archilochus,BCHU,F,AHY,7:40:00,SB,NA,46,NA,0,#VALUE!
3D6.1D593E1C9C,6/12/20,A00002319,Archilochus,BCHU,F,AHY,7:05:00,SB,NA,45,NA,0,#VALUE!
3D6.1D593E1CAA,6/12/20,A00002320,Calypte,ANHU,F,HY,7:02:00,SB,NA,52,NA,0,#VALUE!
3D6.1D593E1CCB,6/3/20,A00002294,Archilochus,BCHU,M,AHY,11:00:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CBE,6/3/20,A00002293,Archilochus,BCHU,F,AHY,10:15:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CD2,6/3/20,A00002297,Calypte,ANHU,F,AHY,10:10:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CB6,6/3/20,A00002295,Archilochus,BCHU,M,AHY,10:00:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CD5,6/3/20,610089873,Archilochus,BCHU,F,AHY,9:30:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1C78,6/3/20,A00002292,Archilochus,BCHU,F,AHY,9:15:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CD1,6/3/20,910032144,Calypte,ANHU,F,AHY,9:05:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CC8,6/3/20,A00002299,Calypte,ANHU,M,HY,8:35:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CC7,6/3/20,A00002291,Archilochus,BCHU,F,AHY,8:20:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CC1,6/3/20,A00002298,Calypte,ANHU,F,HY,8:05:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CAD,6/3/20,A00002296,Archilochus,BCHU,M,AHY,7:40:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1C89,6/3/20,A00002290,Archilochus,BCHU,F,AHY,7:35:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CFF,6/3/20,A00002289,Archilochus,BCHU,F,AHY,7:07:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1C82,6/3/20,A00002300,Calypte,ANHU,F,HY,7:00:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CCD,5/29/20,A00002361,Calypte,ANHU,F,AHY,10:30:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1A97,5/29/20,NA,Calypte,ANHU,M,AHY,10:20:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CCE,5/29/20,A00002362,Calypte,ANHU,M,HY,10:10:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CB8,5/29/20,A00002363,Calypte,ANHU,F,HY,10:00:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CBD,5/29/20,NA,Calypte,ANHU,M,HY,9:45:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CC6,5/29/20,A00002364,Archilochus,BCHU,M,AHY,9:30:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1C98,5/29/20,A00002365,Archilochus,BCHU,F,AHY,9:10:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1C96,5/29/20,A00002366,Archilochus,BCHU,M,AHY,9:00:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CD8,5/29/20,A00002367,Calypte,ANHU,M,HY,8:50:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CCF,5/29/20,610089866,Archilochus,BCHU,M,AHY,8:45:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1C83,5/29/20,A00002368,Calypte,ANHU,M,HY,8:35:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1C93,5/29/20,NA,Archilochus,BCHU,F,AHY,8:25:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1C99,5/29/20,A00002370,Archilochus,BCHU,F,AHY,8:20:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1C82,5/29/20,NA,Calypte,ANHU,F,HY,7:50:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CA5,5/29/20,A00002371,Archilochus,BCHU,F,AHY,7:45:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593D787D,5/20/20,610089824,Calypte,ANHU,F,AHY,10:55:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1D1D,5/20/20,A00002357,Archilochus,BCHU,F,AHY,10:40:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CE0,5/20/20,910070983,Calypte,ANHU,F,AHY,10:30:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1A2B,5/20/20,910070729,Calypte,ANHU,F,AHY,10:20:00,SB,NA,0,NA,-,#VALUE!
3D6.1D593E1CFF,5/20/20,NA,Archilochus,BCHU,F,AHY,10:10:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1AAB,5/20/20,NA,Calypte,ANHU,F,AHY,10:00:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1D06,5/20/20,A00002358,Calypte,ANHU,F,HY,9:45:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CF3,5/20/20,910032146,Calypte,ANHU,F,AHY,9:30:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CF6,5/20/20,A00002359,Archilochus,BCHU,M,AHY,9:20:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CE4,5/20/20,A00002360,Calypte,ANHU,F,HY,9:00:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CDB,5/15/20,NA,Archilochus,BCHU,M,AHY,11:00:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1D17,5/15/20,A00002351,Calypte,ANHU,F,AHY,10:30:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CDD,5/15/20,A00002352,Calypte,ANHU,M,HY,10:15:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CF9,5/15/20,610089898,Calypte,ANHU,M,AHY,10:00:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CF4,5/15/20,A00002353,Archilochus,BCHU,F,AHY,9:45:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1AE2,5/15/20,NA,Calypte,ANHU,F,AHY,9:35:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CED,5/15/20,A00002354,Archilochus,BCHU,F,AHY,9:15:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1D36,5/15/20,910070210,Calypte,ANHU,M,AHY,9:00:00,SB,NA,0,NA,0,#VALUE!
3D6.1DE593E1D2B,5/15/20,A00002355,Archilochus,BCHU,F,AHY,8:20:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593D7857,5/4/20,910018462,Calypte,ANHU,F,AHY,11:15:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E1D12,5/4/20,A00002275,Archilochus,BCHU,F,AHY,10:50:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E1D05,5/4/20,A00002276,Calypte,ANHU,M,AHY,10:45:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E1AB4,5/4/20,910070501,Calypte,ANHU,F,AHY,10:15:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1D33,5/4/20,A00002336,Calypte,ANHU,F,AHY,10:00:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CF2,5/4/20,910032144,Calypte,ANHU,F,AHY,9:50:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1A7A,5/4/20,NA,Calypte,ANHU,F,AHY,9:40:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E19AC,5/4/20,A00002337,Calypte,ANHU,M,HY,9:25:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1AB2,5/4/20,910070754,Archilochus,BCHU,F,AHY,9:15:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1D07,5/4/20,A00002338,Archilochus,BCHU,F,AHY,9:05:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1D35,5/4/20,610089786,Archilochus,BCHU,M,AHY,9:00:00,SB,NA,0,NA,-,#VALUE!
3D6.1D593E1D34,5/4/20,A00002339,Archilochus,BCHU,F,AHY,8:45:00,SB,NA,0,NA,-,#VALUE!
3D6.1D593E1D19,5/4/20,A00002340,Archilochus,BCHU,F,AHY,8:15:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CFE,4/27/20,A00002341,Calypte,ANHU,F,AHY,11:30:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CE6,4/27/20,610089738,Calypte,ANHU,F,AHY,11:10:00,SB,NA,0,NA,-,#VALUE!
3D6.1D593E1D35,4/27/20,610089786,Archilochus,BCHU,M,AHY,11:00:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1D0B,4/27/20,A00002342,Calypte,ANHU,F,AHY,10:45:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1ADF,4/27/20,A00002350,Archilochus,BCHU,F,AHY,10:40:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CE2,4/27/20,610089930,Calypte,ANHU,M,AHY,10:15:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CFA,4/27/20,A00002343,Calypte,ANHU,F,HY,10:00:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1D2D,4/27/20,A00002344,Calypte,COHU,M,HY,9:35:00,SB,NA,0,NA,-,#VALUE!
3D6.1D593E1D0D,4/27/20,A00002345,Calypte,ANHU,F,AHY,9:30:00,SB,NA,0,NA,-,#VALUE!
3D6.1D593E1CEE,4/27/20,A00002346,Archilochus,BCHU,F,AHY,9:10:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E19D1,4/27/20,610089705,Calypte,ANHU,M,AHY,9:05:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1CE1,4/27/20,A00002347,Archilochus,BCHU,M,AHY,8:50:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1D20,4/27/20,A00002348,Calypte,ANHU,M,AHY,8:35:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1D13,4/27/20,A00002349,Archilochus,BCHU,M,AHY,8:15:00,SB,NA,0,NA,0,#VALUE!
3D6.00184967D7,3/9/20,NA,Calypte,ANHU,M,AHY,15:50:00,SB,NA,0,NA,NA,#VALUE!
3d6.1d593d787d,3/9/20,610089824,Calypte,ANHU,F,AHY,14:14:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E1991,3/9/20,910070545,Calypte,ANHU,M,AHY,13:40:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E1CEC,3/9/20,310069305,Calypte,ANHU,F,AHY,13:30:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E19C7,3/9/20,900096454,Calypte,ANHU,F,AHY,13:25:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E1A99,3/9/20,A00002094,Calypte,ANHU,M,AHY,13:15:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E1CEF,3/9/20,610089708,Calypte,ANHU,M,AHY,13:07:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E1CE2,3/9/20,610089930,Calypte,ANHU,M,AHY,12:55:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E1CF5,3/9/20,A00002095,Calypte,ANHU,M,AHY,12:28:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E1A0B,3/9/20,NA,Calypte,ANHU,M,AHY,12:10:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E1C94,3/9/20,610089709,Calypte,ANHU,M,AHY,11:55:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E1ABC,3/9/20,A00002096,Calypte,ANHU,F,AHY,11:45:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E1C9A,3/9/20,A00002097,Calypte,ANHU,F,AHY,11:10:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E1C86,3/9/20,A00002098,Calypte,ANHU,M,AHY,11:00:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E1AAB,3/9/20,A00002099,Calypte,ANHU,F,AHY,10:50:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E1ABE,12/12/19,A00001822,Calypte,ANHU,M,HY,14:15:00,SB,NA,50,NA,0,#VALUE!
3D6.1D593E1AB5,12/12/19,A00001823,Calypte,ANHU,F,AHY,13:02:00,SB,NA,51,NA,1,#VALUE!
3D6.1D593E1A88,12/12/19,910018716,Calypte,ANHU,F,NA,11:41:00,SB,NA,52,NA,2,#VALUE!
3D6.1D593E1AE4,10/23/19,910071108,Selasphorus,ALHU,F,AHY,15:22:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1A9C,10/23/19,A00001780,Calypte,ANHU,F,NA,15:06:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1AD7,10/23/19,610089922,Calypte,ANHU,M,NA,15:04:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1A8C,10/23/19,610089929,Calypte,ANHU,M,HY,15:01:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593D7842,10/23/19,610089880,Calypte,ANHU,M,NA,14:40:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E199D,10/23/19,NA,Selasphorus,ALHU,M,NA,14:35:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1A9E,10/23/19,610089926,Calypte,ANHU,M,HY,14:35:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E19A5,10/23/19,610089928,Calypte,ANHU,M,HY,14:30:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1AA9,10/23/19,A00001784,Calypte,ANHU,F,NA,14:00:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E19B6,10/23/19,NA,Calypte,ANHU,F,AHY,13:51:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1ACB,10/23/19,610089925,Calypte,ANHU,M,NA,13:51:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E19B2,10/23/19,A00001789,Calypte,ANHU,M,NA,13:40:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1ADB,10/23/19,A00001785,Calypte,ANHU,F,NA,11:23:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1ADD,10/23/19,610089924,Calypte,ANHU,M,HY,11:17:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1A1A,10/23/19,610089911,Calypte,ANHU,M,NA,10:55:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1993,10/23/19,610089923,Calypte,ANHU,M,NA,10:30:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1AD7,10/23/19,610089922,Calypte,ANHU,M,NA,10:20:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1C80,10/23/19,A00001788,Selasphorus,ALHU,M,HY,9:50:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1AD1,10/23/19,610089921,Calypte,ANHU,M,NA,9:45:00,BH,NA,0,NA,2,#VALUE!
3D6.1D593E1AD3,10/23/19,610089920,Calypte,ANHU,M,HY,9:30:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1A15,10/23/19,NA,Calypte,ANHU,F,NA,9:25:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1ABA,10/23/19,610089919,Calypte,ANHU,M,HY,8:52:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1C76,10/23/19,A00001790,Calypte,ANHU,F,NA,8:51:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E19EC,10/23/19,610089917,Calypte,ANHU,M,NA,8:50:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1AD4,10/22/19,A00001774,Calypte,ANHU,M,HY,14:40:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1A86,10/22/19,A00001775,Calypte,ANHU,M,NA,14:35:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1A89,10/22/19,A00001776,Calypte,ANHU,M,NA,13:56:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1CAF,10/22/19,910071098,Calypte,ANHU,M,NA,13:54:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1CA3,10/22/19,610089918,Calypte,ANHU,M,NA,13:51:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1C90,10/22/19,610089916,Calypte,ANHU,M,NA,13:20:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1ABB,10/22/19,610089410,Calypte,ANHU,M,NA,13:12:00,BH,NA,0,NA,1,#VALUE!
3D6.1D593E1A91,10/22/19,A00001777,Selasphorus,ALHU,F,NA,13:12:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1ADA,10/22/19,610089915,Calypte,ANHU,M,NA,13:10:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1AC3,10/22/19,910070351,Calypte,ANHU,M,NA,13:03:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1CAB,10/22/19,610089782,Selasphorus,ALHU,M,NA,11:35:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1AC7,10/22/19,A00001778,Calypte,ANHU,F,NA,11:35:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1CA4,10/22/19,A00001779,Calypte,ANHU,M,HY,11:30:00,BH,NA,0,NA,3,#VALUE!
3D6.1D593E1A98,10/22/19,A00001781,Calypte,ANHU,F,NA,11:00:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1A92,10/22/19,A00001782,Calypte,ANHU,F,NA,10:40:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1A9B,10/22/19,A00001783,Calypte,ANHU,M,NA,10:10:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593D45D3,10/22/19,610089532,Selasphorus,ALHU,M,AHY,10:05:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1998,10/22/19,NA,Calypte,ANHU,F,NA,10:00:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593D7870,10/22/19,610089730,Calypte,ANHU,M,NA,9:58:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1AC0,10/22/19,610089728,Calypte,ANHU,M,NA,9:55:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1A8D,10/22/19,610089729,Calypte,ANHU,M,HY,9:52:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1ABF,10/22/19,A00001786,Calypte,ANHU,F,NA,9:30:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1A87,10/22/19,A00001787,Calypte,ANHU,F,NA,8:50:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1C9F,10/22/19,910070822,Selasphorus,ALHU,M,NA,8:40:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1AB6,10/21/19,610089727,Calypte,ANHU,M,NA,16:40:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1AAF,10/21/19,A00001761,Calypte,ANHU,F,HY,16:35:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1C7B,10/21/19,610089725,Calypte,ANHU,M,NA,16:32:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1CC3,10/21/19,610089726,Calypte,ANHU,M,HY,16:30:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1C7A,10/21/19,A00001763,Selasphorus,ALHU,M,HY,16:25:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1C8A,10/21/19,A00001765,Calypte,ANHU,F,NA,16:00:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1CBF,10/21/19,A00001767,Selasphorus,ALHU,M,HY,15:22:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1C8D,10/21/19,A00001768,Calypte,ANHU,M,NA,15:20:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1AAC,10/21/19,A00001769,Calypte,ANHU,M,NA,15:15:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1C81,10/21/19,A00001770,Calypte,ANHU,M,NA,14:45:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1C84,10/21/19,610089724,Calypte,ANHU,M,NA,14:43:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1A90,10/21/19,A00001772,Selasphorus,ALHU,M,NA,14:40:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1C8B,10/21/19,610089723,Calypte,ANHU,M,NA,13:30:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1AB3,10/21/19,A00001773,Selasphorus,ALHU,M,HY,13:28:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1A9F,10/21/19,610089722,Calypte,ANHU,M,AHY,13:26:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1C9E,10/21/19,610089647,Selasphorus,ALHU,M,NA,13:22:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1CA1,10/21/19,610089721,Calypte,ANHU,M,AHY,13:20:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1CB3,10/21/19,910071172,Calypte,ANHU,F,AHY,13:15:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1A0B,9/10/19,NA,Calypte,ANHU,M,AHY,9:53:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593E1AE2,9/10/19,NA,Calypte,ANHU,F,AHY,7:46:00,SB,NA,0,NA,-,#VALUE!
3D6.1D593E19CB,9/5/19,900096477,Calypte,ANHU,M,AHY,8:20:00,SB,NA,0,NA,-,#VALUE!
3D6.1D593E19C3,8/28/19,A00001753,Selasphorus,ALHU,F,AHY,15:13:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D45B2,8/28/19,610089546,Selasphorus,ALHU,M,AHY,15:12:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1AA4,8/28/19,A00001605,Selasphorus,NA,NA,AHY,14:30:00,BH,3.3,0,NA,NA,0
3D6.1D593E1ADE,8/28/19,A00001721,Selasphorus,ALHU,M,AHY,14:21:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1A82,8/28/19,A00001722,Calypte,ANHU,M,AHY,14:02:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1AD2,8/28/19,A00001723,Calypte,ANHU,M,AHY,14:00:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E19ED,8/28/19,A00001755,Calypte,ANHU,M,AHY,13:51:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1ACA,8/28/19,A00001724,Selasphorus,ALHU,M,AHY,13:48:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1AB1,8/28/19,A00001726,Selasphorus,ALHU,F,AHY,13:25:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1A21,8/28/19,NA,Selasphorus,ALHU,M,AHY,12:16:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1AD6,8/28/19,A00001727,Calypte,ANHU,M,HY,12:15:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1AA7,8/28/19,A00001725,Selasphorus,ALHU,M,HY,12:08:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E196F,8/28/19,A00001728,Selasphorus,ALHU,M,HY,11:56:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1986,8/28/19,A00001730,Selasphorus,ALHU,F,AHY,11:55:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E195A,8/28/19,A00001729,Calypte,ANHU,M,AHY,11:38:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1964,8/28/19,A00001731,Selasphorus,ALHU,M,NA,11:22:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E19A1,8/28/19,A00001732,Calypte,ANHU,F,AHY,11:20:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593D7807,8/28/19,NA,Selasphorus,ALHU,M,AHY,10:53:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1967,8/28/19,610089603,Selasphorus,ALHU,M,NA,10:52:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E19BE,8/28/19,NA,Calypte,ANHU,M,NA,10:51:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E199F,8/28/19,A00001734,Selasphorus,ALHU,F,AHY,10:37:00,BH,NA,0,NA,0,#VALUE!
3D6.1257C53F059,8/28/19,A00001733,Calypte,ANHU,M,HY,10:25:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E19B4,8/28/19,A00001735,Calypte,ANHU,M,AHY,10:23:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E19B2,8/28/19,A00001736,Calypte,ANHU,M,AHY,10:11:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1973,8/28/19,910071152,Selasphorus,ALHU,F,AHY,9:57:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1993,8/28/19,A00001738,Calypte,ANHU,M,AHY,9:56:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E196D,8/28/19,A00001739,Calypte,ANHU,M,AHY,9:38:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E199D,8/28/19,A00001741,Selasphorus,ALHU,M,AHY,9:35:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E19AF,8/28/19,A00001742,Selasphorus,ALHU,M,HY,9:34:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1CB3,8/27/19,910071172,Calypte,ANHU,F,AHY,16:00:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E19CA,8/27/19,610089471,Calypte,ANHU,M,AHY,15:54:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1CA9,8/27/19,A00001696,Calypte,ANHU,M,NA,15:52:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1C7D,8/27/19,A00001697,Selasphorus,ALHU,M,AHY,15:24:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1C9B,8/27/19,A00001698,Calypte,ANHU,M,AHY,15:11:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1CC4,8/27/19,A00001699,Calypte,ANHU,M,AHY,15:00:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1CC5,8/27/19,A00001700,Calypte,ANHU,M,AHY,14:43:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E19DA,8/27/19,NA,Calypte,ANHU,F,AHY,14:42:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1C75,8/27/19,A00001701,Selasphorus,ALHU,M,AHY,14:35:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593D786C,8/27/19,610089446,Selasphorus,ALHU,M,AHY,12:29:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593D7874,8/27/19,610089881,Calypte,ANHU,M,NA,12:23:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1CA0,8/27/19,A00001702,Calypte,ANHU,M,AHY,12:06:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1C79,8/27/19,A00001703,Calypte,ANHU,M,NA,11:42:00,BH,NA,0,NA,-,#VALUE!
